row_type,parameter,module,quantity,eta,multiplier,direct_probability,row_status,profile_status,is_expansion_node,is_adaptive_node,direction,closest_proportional_crossing,probability_error,probability_resolution_pass,relative_multiplier_resolution_pass,crossing_exists,observed_nonmonotonic,search_guard_reached,numerical_issues
profile,r_cL,LAI,arithmetic COV,-0.10000000000000003,0.9048374180359595,0.09381803134744618,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.1,0.9048374180359595,0.09381803134744618,ok,no_resolved_crossing_in_evaluated_domain,True,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.095,0.9093729344682314,0.09391539753737782,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.09000000000000001,0.9139311852712282,0.09401352117462577,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.085,0.9185122844014574,0.0941124069049215,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.08000000000000007,0.9231163463866358,0.09421205936630875,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.08000000000000002,0.9231163463866358,0.09421205936630875,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.08,0.9231163463866358,0.09421205936630875,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.07500000000000001,0.9277434863285529,0.09431248318747508,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.07,0.9323938199059483,0.0944136829860537,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.065,0.9370674633774034,0.09451566336689693,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.060000000000000005,0.9417645335842487,0.09461842892032296,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.06,0.9417645335842487,0.09461842892032296,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.05500000000000001,0.9464851479534838,0.0947219842203371,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.05000000000000002,0.951229424500714,0.09482633382282918,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.05,0.951229424500714,0.09482633382282918,ok,no_resolved_crossing_in_evaluated_domain,True,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.0475,0.9536104731326264,0.09487880790581796,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.045000000000000005,0.9559974818330998,0.09493148226374884,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.0425,0.958390465520947,0.0949843574601971,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.040000000000000036,0.9607894391523232,0.09503743405725998,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.04000000000000001,0.9607894391523232,0.09503743405725998,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.04,0.9607894391523232,0.09503743405725998,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.037500000000000006,0.9631944177208218,0.09509071261549805,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.035,0.9656054162575665,0.09514419369387622,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.0325,0.968022449831306,0.0951978778497046,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.030000000000000002,0.9704455335485082,0.09525176563857901,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.03,0.9704455335485082,0.09525176563857901,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.027500000000000004,0.972874682553454,0.0953058576143214,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.02500000000000001,0.9753099120283326,0.0953601543289199,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.025,0.9753099120283326,0.0953601543289199,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.022500000000000003,0.9777512371933363,0.09541465633246887,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.020000000000000018,0.9801986733067553,0.09546936417310872,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.020000000000000004,0.9801986733067553,0.09546936417310872,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.0175,0.9826522356650732,0.09552427839696526,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.015,0.9851119396030626,0.09557939954808953,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.012500000000000004,0.9875778004938814,0.09563472816839677,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.010000000000000009,0.990049833749168,0.09569026479760578,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.010000000000000002,0.9900498337491681,0.09569026479760578,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.0075,0.9925280548191384,0.09574600997317816,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.0050000000000000044,0.9950124791926823,0.09580196423025679,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,-0.0025000000000000022,0.9975031223974601,0.0958581281016053,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.0,1.0,0.09591450211754649,ok,no_resolved_crossing_in_evaluated_domain,True,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.0024999999999999953,1.0025031276057952,0.0959710868059012,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.0049999999999999906,1.005012520859401,0.09602788269192716,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.0049999999999999975,1.005012520859401,0.09602788269192716,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.0075,1.0075281954445339,0.09608489029825748,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.009999999999999981,1.010050167084168,0.09614211014483943,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.009999999999999995,1.010050167084168,0.09614211014483943,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.012499999999999997,1.0125784515406344,0.09619954274887303,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.015,1.015113064615719,0.09625718862474975,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.0175,1.0176540221507617,0.09631504828399129,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.019999999999999962,1.0202013400267558,0.0963731222351881,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.01999999999999999,1.0202013400267558,0.0963731222351881,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.020000000000000004,1.0202013400267558,0.0963731222351881,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.022499999999999992,1.022755034164446,0.09643141098393834,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.024999999999999994,1.0253151205244289,0.09648991503278662,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.027499999999999997,1.0278816151072527,0.096548634881163,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.03,1.030454533953517,0.09660757102532178,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.0325,1.0330338931439726,0.09666672395828091,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.035,1.0356197087996233,0.09672609416976091,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.037500000000000006,1.038211997081825,0.0967856821461244,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.039999999999999925,1.0408107741923882,0.09684548837031545,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.03999999999999998,1.0408107741923882,0.09684548837031545,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.039999999999999994,1.0408107741923882,0.09684548837031545,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.04000000000000001,1.0408107741923882,0.09684548837031545,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.042499999999999996,1.043416056373678,0.09690551332179925,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.044999999999999984,1.046027859908717,0.09696575747650202,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.045,1.046027859908717,0.09696575747650202,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.0475,1.0486462011212851,0.09702622130675075,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.04999999999999999,1.0512710963760241,0.09708690528121355,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.05,1.0512710963760241,0.09708690528121355,ok,no_resolved_crossing_in_evaluated_domain,True,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.05499999999999999,1.0565406146754943,0.09720893551880139,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.06,1.0618365465453596,0.09733185186317062,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.065,1.0671590243841926,0.0974556579258895,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.07,1.0725081812542165,0.09758035725431516,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.07500000000000001,1.0778841508846315,0.09770595332973667,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.07999999999999985,1.0832870676749584,0.09783244956553701,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.07999999999999996,1.0832870676749584,0.09783244956553701,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.07999999999999999,1.0832870676749586,0.09783244956553702,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.08000000000000002,1.0832870676749586,0.09783244956553702,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.08499999999999999,1.0887170666983987,0.09795984930537555,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.08999999999999997,1.0941742837052104,0.09808815582139191,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.09,1.0941742837052104,0.09808815582139191,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.095,1.0996588551261028,0.0982173723124336,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.09999999999999998,1.1051709180756475,0.09834750190230739,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.1,1.1051709180756477,0.09834750190230739,ok,no_resolved_crossing_in_evaluated_domain,True,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.10999999999999999,1.1162780704588713,0.0986105124882666,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.12,1.1274968515793757,0.09887721100413588,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.13,1.1388283833246218,0.09914761956679223,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.14,1.1502737988572274,0.09942175893419648,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.15000000000000002,1.161834242728283,0.09969964845654603,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.1599999999999997,1.1735108709918098,0.09998130602963103,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.15999999999999992,1.17351087099181,0.09998130602963104,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.15999999999999998,1.1735108709918103,0.09998130602963104,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.16000000000000003,1.1735108709918103,0.09998130602963104,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.16999999999999998,1.1853048513203654,0.10026674805050567,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.17999999999999994,1.1972173631218102,0.1005559893755747,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.18,1.1972173631218102,0.1005559893755747,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.19,1.2092495976572515,0.10084904328118484,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.19999999999999996,1.2214027581601699,0.10114592142679846,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.2,1.2214027581601699,0.10114592142679846,ok,no_resolved_crossing_in_evaluated_domain,True,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.21999999999999997,1.2460767305873808,0.10175118878910278,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.24,1.2712491503214047,0.10237185116971474,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.26,1.2969300866657718,0.10300794050315606,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.28,1.3231298123374369,0.10365946025641432,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.30000000000000004,1.3498588075760032,0.10432638491481039,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.3199999999999994,1.3771277643359563,0.10500865964773781,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.31999999999999984,1.377127764335957,0.10500865964773784,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.31999999999999995,1.377127764335957,0.10500865964773784,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.32000000000000006,1.3771277643359572,0.10500865964773784,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.33999999999999997,1.4049475905635938,0.10570620015147333,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.3599999999999999,1.4333294145603401,0.10641889266453085,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.36,1.4333294145603401,0.10641889266453085,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.38,1.4622845894342245,0.1071465941495496,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.3999999999999999,1.4918246976412701,0.10788913263446316,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.4,1.4918246976412703,0.10788913263446316,ok,no_resolved_crossing_in_evaluated_domain,True,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.43999999999999995,1.552707218511336,0.10941789113718003,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.48,1.6160744021928934,0.11100323587488692,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.52,1.6820276496988864,0.1126428169828507,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.56,1.7506725002961012,0.11433390047231269,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.6000000000000001,1.822118800390509,0.11607340744709958,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
profile,r_cL,LAI,arithmetic COV,0.6399999999999988,1.896480879304949,0.11785795773669669,ok,no_resolved_crossing_in_evaluated_domain,False,False,,,,,,False,True,True,Maximum documented search expansion reached without a crossing; no claim of impossibility is made.
